46.07608,134.5975,-49.58722,0,-0.4617488,0,0.8870108,-0.07671903,0,0,0.9970528
46.07608,134.5975,-49.58722,0,-0.4617488,0,0.8870108,-0.07671903,0,0,0.9970528
46.07869,134.5975,-49.5835,0,-0.4617488,0,0.8870108,-0.07671903,0,0,0.9970528
46.08218,134.5975,-49.57852,0,-0.4617488,0,0.8870108,-0.07671903,0,0,0.9970528
46.08746,134.5975,-49.57097,0,-0.4617488,0,0.8870108,-0.07671903,0,0,0.9970528
46.09418,134.5975,-49.56137,0,-0.4617488,0,0.8870108,-0.07671903,0,0,0.9970528
46.10229,134.5975,-49.5498,0,-0.4617488,0,0.8870108,-0.07671903,0,0,0.9970528
46.11233,134.5975,-49.53546,0,-0.4617488,0,0.8870108,-0.07671903,0,0,0.9970528
46.12351,134.5975,-49.5195,0,-0.4617488,0,0.8870108,-0.07671903,0,0,0.9970528
46.13627,134.5975,-49.50127,0,-0.4617488,0,0.8870108,-0.07671903,0,0,0.9970528
46.15047,134.5975,-49.481,0,-0.4617488,0,0.8870108,-0.07671903,0,0,0.9970528
46.16673,134.5975,-49.45778,0,-0.4617488,0,0.8870108,-0.07671903,0,0,0.9970528
46.18398,134.5975,-49.43313,0,-0.4617488,0,0.8870108,-0.07671903,0,0,0.9970528
46.20275,134.5975,-49.40633,0,-0.4617488,0,0.8870108,-0.07671903,0,0,0.9970528
46.22302,134.5975,-49.37738,0,-0.4617488,0,0.8870108,-0.07671903,0,0,0.9970528
46.2452,134.5975,-49.3457,0,-0.4617488,0,0.8870108,-0.07671903,0,0,0.9970528
46.26851,134.5975,-49.31241,0,-0.4625227,0,0.8866074,-0.07671903,0,0,0.9970528
46.29327,134.5975,-49.27692,0,-0.4625227,0,0.8866074,-0.07671903,0,0,0.9970528
46.31953,134.5975,-49.23928,0,-0.4625227,0,0.8866074,-0.07671903,0,0,0.9970528
46.34729,134.5975,-49.19948,0,-0.4625227,0,0.8866074,-0.07671903,0,0,0.9970528
46.37655,134.5975,-49.15754,0,-0.4625227,0,0.8866074,-0.07671903,0,0,0.9970528
46.40661,134.5975,-49.11446,0,-0.4625227,0,0.8866074,-0.07671903,0,0,0.9970528
46.43719,134.5975,-49.07061,0,-0.4625227,0,0.8866074,-0.07671903,0,0,0.9970528
46.46725,134.5975,-49.02753,0,-0.4625227,0,0.8866074,-0.07671903,0,0,0.9970528
46.49731,134.5975,-48.98444,0,-0.4632962,0,0.8862035,-0.07671903,0,0,0.9970528
46.52729,134.5975,-48.9413,0,-0.4632962,0,0.8862035,-0.07671903,0,0,0.9970528
46.55779,134.5975,-48.89742,0,-0.4632962,0,0.8862035,-0.07671903,0,0,0.9970528
46.5884,134.5975,-48.85337,0,-0.4640694,0,0.8857989,-0.07671903,0,0,0.9970528
46.61889,134.5975,-48.80934,0,-0.4640694,0,0.8857989,-0.07671903,0,0,0.9970528
46.64941,134.5975,-48.76526,0,-0.4640694,0,0.8857989,-0.07671903,0,0,0.9970528
46.67987,134.5975,-48.72128,0,-0.4640694,0,0.8857989,-0.07671903,0,0,0.9970528
46.70977,134.5975,-48.67809,0,-0.4640694,0,0.8857989,-0.07671903,0,0,0.9970528
46.73968,134.5975,-48.6349,0,-0.4640694,0,0.8857989,-0.07671903,0,0,0.9970528
46.7696,134.5975,-48.59168,0,-0.4640694,0,0.8857989,-0.07671903,0,0,0.9970528
46.7995,134.5975,-48.5485,0,-0.4640694,0,0.8857989,-0.07671903,0,0,0.9970528
46.82941,134.5975,-48.50531,0,-0.4640694,0,0.8857989,-0.07671903,0,0,0.9970528
46.85932,134.5975,-48.46212,0,-0.4640694,0,0.8857989,-0.07671903,0,0,0.9970528
46.88923,134.5975,-48.41893,0,-0.4640694,0,0.8857989,-0.07671903,0,0,0.9970528
46.9203,134.5975,-48.37405,0,-0.4640694,0,0.8857989,-0.07671903,0,0,0.9970528
46.95074,134.5975,-48.33008,0,-0.4648422,0,0.8853936,-0.07671903,0,0,0.9970528
46.98112,134.5975,-48.28605,0,-0.4648422,0,0.8853936,-0.07671903,0,0,0.9970528
47.01156,134.5975,-48.24192,0,-0.4648422,0,0.8853936,-0.07671903,0,0,0.9970528
47.04213,134.5975,-48.19762,0,-0.4648422,0,0.8853936,-0.07671903,0,0,0.9970528
47.07195,134.5975,-48.15438,0,-0.4648422,0,0.8853936,-0.07671903,0,0,0.9970528
47.10178,134.5975,-48.11115,0,-0.4656147,0,0.8849876,-0.07671903,0,0,0.9970528
47.13154,134.5975,-48.06784,0,-0.4656147,0,0.8849876,-0.07671903,0,0,0.9970528
47.16174,134.5975,-48.02391,0,-0.4656147,0,0.8849876,-0.07671903,0,0,0.9970528
47.19205,134.5975,-47.9798,0,-0.4656147,0,0.8849876,-0.07671903,0,0,0.9970528
47.22181,134.5975,-47.9365,0,-0.4656147,0,0.8849876,-0.07671903,0,0,0.9970528
47.2545,134.5975,-47.88894,0,-0.4656147,0,0.8849876,-0.07671903,0,0,0.9970528
47.28488,134.5975,-47.84473,0,-0.4656147,0,0.8849876,-0.07671903,0,0,0.9970528
47.31601,134.5975,-47.79944,0,-0.4663868,0,0.8845809,-0.07671903,0,0,0.9970528
47.3457,134.5975,-47.75608,0,-0.4663868,0,0.8845809,-0.07671903,0,0,0.9970528
47.37537,134.5975,-47.71275,0,-0.4663868,0,0.8845809,-0.07671903,0,0,0.9970528
47.40505,134.5975,-47.6694,0,-0.4663868,0,0.8845809,-0.07671903,0,0,0.9970528
47.43473,134.5975,-47.62605,0,-0.4671586,0,0.8841735,-0.07671903,0,0,0.9970528
47.46473,134.5975,-47.58207,0,-0.46793,0,0.8837655,-0.07671903,0,0,0.9970528
47.49486,134.5975,-47.53773,0,-0.46793,0,0.8837655,-0.07671903,0,0,0.9970528
47.52486,134.5975,-47.49359,0,-0.46793,0,0.8837655,-0.07671903,0,0,0.9970528
47.55439,134.5975,-47.45014,0,-0.46793,0,0.8837655,-0.07671903,0,0,0.9970528
